city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,50-99,1,37,0
0.92,Female,Has relevent experience,Full time course,Graduate,5,,4,41,1
0.698,Male,Has relevent experience,no_enrollment,Masters,12,1000-4999,1,146,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,5,1000-4999,>4,37,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,19,,>4,24,0
0.865,Male,Has relevent experience,no_enrollment,Masters,>20,Oct-49,4,7,1
0.887,Male,Has relevent experience,no_enrollment,Masters,>20,,never,15,0
0.897,Male,Has relevent experience,,Graduate,7,50-99,1,21,0
0.624,Male,Has relevent experience,no_enrollment,Masters,7,10000+,never,216,1
0.939,Male,Has relevent experience,Part time course,Graduate,8,10000+,1,114,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,<1,,1,41,1
0.92,Male,No relevent experience,Full time course,Graduate,6,,1,220,0
0.624,,No relevent experience,Full time course,High School,4,<10,,4,0
0.926,Male,Has relevent experience,no_enrollment,Masters,12,50-99,4,34,0
0.926,Male,Has relevent experience,Part time course,Graduate,>20,100-500,1,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,18,50-99,>4,126,0
0.915,Male,Has relevent experience,no_enrollment,Graduate,9,500-999,1,28,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,100-500,2,135,0
0.915,Male,Has relevent experience,no_enrollment,High School,>20,1000-4999,2,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,10000+,1,80,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,8,500-999,2,113,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,13,<10,4,30,1
0.448,,Has relevent experience,Part time course,Graduate,10,50-99,>4,48,1
0.92,,No relevent experience,no_enrollment,Primary School,8,,never,110,0
0.698,Male,No relevent experience,Part time course,Masters,3,50-99,3,149,0
0.855,Male,Has relevent experience,no_enrollment,Masters,>20,,>4,39,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,10,50-99,4,7,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,18,10000+,2,18,0
0.884,Male,Has relevent experience,no_enrollment,Masters,18,100-500,2,16,0
0.855,Female,Has relevent experience,no_enrollment,Masters,12,,never,50,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,30,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,10000+,3,47,0
0.74,Male,No relevent experience,no_enrollment,Graduate,>20,,never,31,0
0.91,,Has relevent experience,no_enrollment,Graduate,17,,1,43,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,50-99,3,69,0
0.624,,No relevent experience,Full time course,Graduate,4,,never,37,1
0.855,,Has relevent experience,no_enrollment,Graduate,3,100-500,1,20,0
0.682,Other,No relevent experience,Full time course,Graduate,13,,2,42,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,6,Oct-49,1,23,0
0.92,Female,No relevent experience,Part time course,Graduate,3,,never,45,0
0.915,Male,No relevent experience,Full time course,Graduate,4,,1,48,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,14,1
0.91,Male,No relevent experience,no_enrollment,Graduate,4,,2,76,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,50-99,>4,140,0
0.91,Male,Has relevent experience,no_enrollment,Masters,12,1000-4999,>4,36,1
0.855,Male,Has relevent experience,Full time course,Graduate,2,Oct-49,never,55,0
0.89,,No relevent experience,Full time course,High School,4,,never,326,1
0.666,,Has relevent experience,no_enrollment,Graduate,2,,1,7,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,17,,4,19,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,1,33,0
0.855,Male,Has relevent experience,Full time course,Graduate,5,Oct-49,1,240,0
0.92,Male,No relevent experience,Full time course,Graduate,4,,1,21,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,5,500-999,4,15,0
0.91,,Has relevent experience,no_enrollment,Graduate,9,100-500,2,45,0
0.763,Male,Has relevent experience,no_enrollment,Masters,9,Oct-49,2,50,0
0.689,,Has relevent experience,no_enrollment,Graduate,8,<10,1,63,0
0.92,Male,Has relevent experience,Part time course,Graduate,6,50-99,1,39,0
0.92,,No relevent experience,Full time course,Graduate,5,,1,18,0
0.896,Male,Has relevent experience,no_enrollment,Graduate,3,<10,1,165,0
0.897,Male,Has relevent experience,no_enrollment,Masters,9,<10,>4,62,0
0.698,Male,Has relevent experience,Full time course,Graduate,7,100-500,1,27,0
0.92,,Has relevent experience,no_enrollment,Masters,>20,100-500,>4,72,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,3,50-99,1,62,0
0.926,Male,Has relevent experience,no_enrollment,Masters,>20,50-99,2,4,0
0.91,Male,Has relevent experience,no_enrollment,Masters,>20,1000-4999,>4,3,0
0.558,,Has relevent experience,no_enrollment,Graduate,6,<10,1,100,1
0.92,,Has relevent experience,no_enrollment,Graduate,10,,1,79,1
0.924,Male,Has relevent experience,no_enrollment,Graduate,9,10000+,1,139,0
0.92,Male,Has relevent experience,no_enrollment,Masters,3,10000+,1,47,0
0.92,,Has relevent experience,Part time course,Graduate,14,<10,1,9,1
0.624,,Has relevent experience,no_enrollment,Masters,3,10000+,1,22,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,10000+,1,222,0
0.92,Male,Has relevent experience,Full time course,High School,5,1000-4999,1,34,0
0.939,Female,No relevent experience,Part time course,Graduate,4,50-99,1,24,0
0.624,,No relevent experience,no_enrollment,Graduate,2,,1,43,1
0.624,Male,Has relevent experience,no_enrollment,Masters,5,10000+,1,194,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,Oct-49,3,7,0
0.926,Male,Has relevent experience,Full time course,High School,10,100-500,never,40,1
0.92,Male,Has relevent experience,no_enrollment,Masters,16,<10,1,57,0
0.624,,Has relevent experience,Full time course,Graduate,16,100-500,1,105,0
0.92,Male,No relevent experience,Full time course,Graduate,4,,2,61,0
0.897,Male,Has relevent experience,no_enrollment,Masters,7,,2,18,0
0.926,Female,No relevent experience,no_enrollment,Masters,6,<10,>4,4,0
0.926,Male,No relevent experience,no_enrollment,High School,7,,never,22,0
0.738,,Has relevent experience,Full time course,Graduate,13,100-500,,73,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,2,50-99,1,43,0
0.884,Male,Has relevent experience,no_enrollment,High School,10,,1,96,0
0.91,,No relevent experience,Full time course,Graduate,1,,1,26,1
0.698,,No relevent experience,no_enrollment,,,,never,33,0
0.92,,Has relevent experience,no_enrollment,Graduate,>20,50-99,1,176,0
0.624,Male,No relevent experience,Full time course,Masters,1,50-99,never,20,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,7,10000+,2,314,1
0.897,Male,Has relevent experience,no_enrollment,Masters,13,500-999,>4,5,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,3,<10,2,74,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,<1,100-500,1,103,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,>4,33,1
0.855,Male,Has relevent experience,no_enrollment,Masters,9,500-999,>4,108,0
0.92,Female,Has relevent experience,no_enrollment,Masters,18,100-500,1,72,0
0.923,Female,Has relevent experience,no_enrollment,Graduate,>20,,2,56,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,2,118,0
0.624,Male,No relevent experience,no_enrollment,Graduate,3,<10,1,72,1
0.924,,No relevent experience,Full time course,,2,<10,never,84,0
0.92,,No relevent experience,no_enrollment,Graduate,4,,2,25,0
0.92,Male,Has relevent experience,no_enrollment,Masters,15,Oct-49,1,90,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,100-500,1,29,0
0.804,Male,Has relevent experience,no_enrollment,Masters,20,Oct-49,1,13,0
0.949,Male,Has relevent experience,no_enrollment,Graduate,11,1000-4999,2,64,0
0.727,,Has relevent experience,no_enrollment,Graduate,4,50-99,3,94,1
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,,2,97,1
0.624,,No relevent experience,Full time course,Graduate,5,1000-4999,>4,14,1
0.926,Male,Has relevent experience,Part time course,Graduate,11,Oct-49,1,90,0
0.92,,Has relevent experience,,Phd,3,,never,94,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,10000+,1,6,0
0.897,Male,Has relevent experience,no_enrollment,Masters,6,Oct-49,1,8,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,2,15,0
0.624,Male,No relevent experience,Full time course,Graduate,10,,never,56,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,7,100-500,3,100,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,50-99,2,22,0
0.92,Male,No relevent experience,no_enrollment,Primary School,<1,1000-4999,2,85,0
0.789,Female,No relevent experience,Full time course,Graduate,3,,1,75,1
0.624,Female,No relevent experience,no_enrollment,Graduate,3,10000+,1,43,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,4,50-99,1,2,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,5000-9999,4,43,0
0.949,,Has relevent experience,no_enrollment,Graduate,>20,<10,2,35,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,4,100-500,3,29,0
0.624,Female,Has relevent experience,no_enrollment,Graduate,3,,never,48,1
0.579,,No relevent experience,Part time course,High School,3,,,21,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,,1,50,1
0.92,,Has relevent experience,no_enrollment,Masters,>20,5000-9999,2,78,0
0.926,,Has relevent experience,no_enrollment,Primary School,3,50-99,never,86,0
0.924,Male,No relevent experience,Full time course,High School,1,50-99,1,39,0
0.738,,No relevent experience,Full time course,Graduate,4,,,9,1
0.865,Male,Has relevent experience,no_enrollment,High School,16,500-999,1,104,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,7,100-500,3,100,0
0.766,,Has relevent experience,no_enrollment,Graduate,15,50-99,>4,97,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,5000-9999,4,68,0
0.738,Male,Has relevent experience,no_enrollment,Graduate,5,,never,31,0
0.624,,Has relevent experience,Full time course,Graduate,<1,50-99,2,36,1
0.92,,Has relevent experience,no_enrollment,Graduate,>20,,>4,83,1
0.738,Male,Has relevent experience,no_enrollment,Graduate,14,1000-4999,2,29,1
0.558,Male,No relevent experience,Part time course,Graduate,1,Oct-49,1,5,0
0.92,,Has relevent experience,no_enrollment,Masters,10,50-99,3,108,0
0.92,Male,No relevent experience,no_enrollment,Graduate,5,<10,3,143,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,10,50-99,2,202,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,53,0
0.92,,Has relevent experience,no_enrollment,Graduate,2,500-999,1,4,0
0.925,,No relevent experience,Full time course,Masters,15,<10,2,83,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,10000+,2,102,0
0.624,,Has relevent experience,Part time course,Graduate,3,10000+,3,210,0
0.92,Male,Has relevent experience,no_enrollment,Masters,14,50-99,1,34,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,10,<10,2,76,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,100-500,1,4,0
0.92,Male,No relevent experience,no_enrollment,High School,5,,1,140,1
0.804,Male,No relevent experience,no_enrollment,Graduate,11,50-99,1,136,1
0.926,Male,No relevent experience,Full time course,Graduate,8,,1,79,0
0.91,Female,Has relevent experience,no_enrollment,Graduate,3,10000+,2,8,0
0.92,Male,No relevent experience,no_enrollment,High School,<1,,never,105,0
0.923,Female,Has relevent experience,no_enrollment,Masters,>20,,4,33,0
0.92,Male,No relevent experience,Part time course,High School,5,,1,96,0
0.743,Female,Has relevent experience,no_enrollment,Masters,9,100-500,4,9,0
0.878,Male,Has relevent experience,no_enrollment,Graduate,10,100-500,>4,17,0
0.926,Male,No relevent experience,Full time course,High School,3,5000-9999,1,63,1
0.923,Male,No relevent experience,no_enrollment,Graduate,14,10000+,2,168,0
0.92,Male,Has relevent experience,Full time course,High School,5,,1,54,0
0.802,Male,Has relevent experience,Part time course,Graduate,9,10000+,1,13,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,10000+,2,110,1
0.91,Male,Has relevent experience,no_enrollment,Masters,9,1000-4999,2,71,0
0.92,Male,No relevent experience,no_enrollment,Graduate,>20,5000-9999,>4,12,0
0.836,Male,Has relevent experience,no_enrollment,Phd,>20,,never,43,0
0.762,,Has relevent experience,,Graduate,7,,never,35,0
0.804,Male,Has relevent experience,no_enrollment,Masters,>20,1000-4999,1,43,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,500-999,1,30,0
0.836,,Has relevent experience,Part time course,Masters,5,Oct-49,1,150,0
0.92,Male,No relevent experience,no_enrollment,Graduate,>20,Oct-49,4,124,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,57,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,>20,,3,5,0
0.92,Male,Has relevent experience,Full time course,Graduate,7,Oct-49,>4,50,0
0.926,,No relevent experience,Full time course,High School,3,,2,122,1
0.92,Male,No relevent experience,Part time course,Masters,3,100-500,1,28,0
0.949,Female,Has relevent experience,no_enrollment,Masters,>20,50-99,2,111,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,50-99,1,66,0
0.92,Male,No relevent experience,Part time course,Graduate,2,10000+,1,6,0
0.804,Male,No relevent experience,,Masters,6,,,174,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,50-99,>4,106,0
0.939,Female,Has relevent experience,no_enrollment,Masters,17,Oct-49,1,14,0
0.754,Male,Has relevent experience,Part time course,Graduate,7,Oct-49,1,28,0
0.924,Male,No relevent experience,no_enrollment,High School,>20,<10,>4,35,0
0.925,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,3,168,0
0.897,Male,Has relevent experience,no_enrollment,Masters,4,50-99,1,112,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,12,50-99,>4,312,0
0.897,Male,No relevent experience,no_enrollment,Masters,12,Oct-49,2,14,0
0.924,Male,Has relevent experience,no_enrollment,Masters,10,10000+,never,95,0
0.913,Male,Has relevent experience,no_enrollment,Masters,>20,,>4,50,0
0.624,Male,Has relevent experience,Full time course,Masters,6,50-99,2,103,0
0.887,Male,No relevent experience,no_enrollment,High School,6,100-500,1,4,1
0.624,Other,Has relevent experience,Part time course,,<1,Oct-49,1,200,1
0.887,,No relevent experience,Part time course,Graduate,>20,,2,12,1
0.624,Male,No relevent experience,Full time course,Graduate,5,,never,56,1
0.895,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,1,53,0
0.624,Female,Has relevent experience,Full time course,Graduate,6,50-99,3,59,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,50-99,2,14,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,16,1000-4999,>4,142,0
0.527,Male,Has relevent experience,no_enrollment,Graduate,9,,>4,17,0
0.754,Male,Has relevent experience,no_enrollment,Masters,14,10000+,2,14,0
0.92,,No relevent experience,no_enrollment,Graduate,5,100-500,,80,0
0.92,Other,No relevent experience,no_enrollment,Graduate,13,10000+,>4,13,0
0.624,Male,No relevent experience,Full time course,High School,2,,never,3,0
0.92,Male,No relevent experience,Full time course,High School,6,,1,73,0
0.92,Male,Has relevent experience,no_enrollment,Masters,10,500-999,4,48,0
0.92,Male,Has relevent experience,no_enrollment,Masters,16,10000+,>4,50,0
0.776,Male,Has relevent experience,no_enrollment,Graduate,6,Oct-49,>4,14,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,12,50-99,>4,96,0
0.698,,No relevent experience,Full time course,Graduate,4,,1,156,1
0.754,Male,Has relevent experience,no_enrollment,Graduate,7,100-500,1,3,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,,never,4,1
0.624,Male,Has relevent experience,no_enrollment,Masters,3,50-99,1,12,1
0.923,Male,Has relevent experience,no_enrollment,Masters,18,10000+,4,17,0
0.92,,Has relevent experience,no_enrollment,Masters,>20,<10,1,63,0
0.698,Male,Has relevent experience,Full time course,Graduate,2,10000+,1,22,0
0.84,,Has relevent experience,no_enrollment,Graduate,14,Oct-49,3,52,0
0.92,Female,No relevent experience,Full time course,Graduate,2,10000+,never,34,0
0.924,Male,Has relevent experience,Full time course,High School,10,,1,79,0
0.855,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,1,107,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,18,50-99,1,92,1
0.926,,Has relevent experience,no_enrollment,High School,6,1000-4999,2,14,0
0.74,,No relevent experience,no_enrollment,Graduate,3,,,46,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,10000+,4,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,<10,4,196,0
0.624,Male,Has relevent experience,Full time course,Graduate,5,100-500,1,42,0
0.92,Male,Has relevent experience,Part time course,Masters,11,10000+,3,60,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,4,138,1
0.925,Male,Has relevent experience,no_enrollment,Graduate,7,50-99,1,68,0
0.89,Male,No relevent experience,Full time course,Masters,2,,1,6,0
0.579,,Has relevent experience,no_enrollment,Graduate,2,,,62,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,50-99,1,107,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,1000-4999,>4,55,0
0.949,Male,Has relevent experience,no_enrollment,High School,15,Oct-49,2,32,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,100-500,>4,174,0
0.762,Male,Has relevent experience,no_enrollment,Masters,4,,3,34,1
0.924,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,3,0
